,country,stage,excluded_gene,Q,alpha,omega,adaptive_divergence,neutral_divergence,selected_divergence
158,ghana,ookinete,PF3D7_0507300,0.0002314029,0.815474,0.219191,0.014394,0.065667,0.017651
159,ghana,ookinete,PF3D7_1024100,0.0002315461,0.819347,0.225094,0.014714,0.06537,0.017959
160,ghana,ookinete,PF3D7_1342600,0.0002312996,0.825953,0.235269,0.015994,0.06798,0.019364
161,ghana,ookinete,PF3D7_0417100,0.0002313991,0.82045,0.226637,0.015188,0.067013,0.018511
162,ghana,ookinete,PF3D7_1139100,0.0002315913,0.816059,0.220226,0.01483,0.067338,0.018172
163,ghana,ookinete,PF3D7_0518900,0.0002314477,0.820364,0.226552,0.015189,0.067044,0.018515
164,ghana,ookinete,PF3D7_1362100,0.00023139,0.820439,0.226611,0.015189,0.067027,0.018513
165,ghana,ookinete,PF3D7_1422900,0.0002313812,0.820254,0.226318,0.01542,0.068136,0.018799
166,ghana,ookinete,PF3D7_0507400,0.0002314354,0.821143,0.227744,0.015291,0.06714,0.018621
167,ghana,ookinete,PF3D7_0519800,0.0002314317,0.820518,0.226774,0.015184,0.066958,0.018506
168,ghana,ookinete,PF3D7_1407600,0.0002316197,0.798366,0.19657,0.013302,0.06767,0.016661
169,ghana,ookinete,PF3D7_1231200,0.0002314308,0.821227,0.227869,0.015514,0.068082,0.018891
170,ghana,ookinete,PF3D7_0209500,0.0002314012,0.817302,0.221879,0.015132,0.068198,0.018514
171,ghana,ookinete,PF3D7_1136900,0.0002313225,0.825892,0.235193,0.01543,0.065606,0.018683
172,ghana,ookinete,PF3D7_0818600,0.000231393,0.820456,0.226641,0.015189,0.067016,0.018512
173,ghana,ookinete,PF3D7_0411400,0.0002313736,0.824418,0.232855,0.014969,0.064284,0.018157
174,ghana,ookinete,PF3D7_0808200,0.0002313692,0.826663,0.236509,0.015679,0.066293,0.018967
175,ghana,ookinete,PF3D7_1332200,0.0002313805,0.820754,0.227088,0.01518,0.066848,0.018496
176,ghana,ookinete,PF3D7_1218100,0.0002314185,0.822039,0.229123,0.015179,0.066248,0.018465
177,ghana,ookinete,PF3D7_1026500,0.000231373,0.820524,0.226726,0.015262,0.067316,0.018601
178,ghana,ookinete,PF3D7_0214600,0.0002314523,0.820911,0.2274,0.01517,0.066711,0.01848
179,ghana,ookinete,PF3D7_1449000,0.0002313654,0.820456,0.226614,0.015189,0.067027,0.018513
180,ghana,ookinete,PF3D7_0918700,0.0002314995,0.816364,0.220587,0.014885,0.067481,0.018234
181,ghana,ookinete,PF3D7_0102700,0.0002314616,0.819563,0.225341,0.015128,0.067135,0.018459
182,ghana,ookinete,PF3D7_1329700,0.0002314237,0.825782,0.235117,0.015005,0.06382,0.018171
183,ghana,ookinete,PF3D7_1029700,0.0002313508,0.822969,0.23052,0.015466,0.067092,0.018793
